"city","site","raccoon","coyote","rabbit","opossum","skunk","redfox","graysquirrel","foxsquirrel","J","site_code","year"
"deco","26-2-17",2,0,0,0,0,0,0,4,29,"deco-26-2",2017
"deco","27-2-17",0,0,0,0,0,0,0,0,29,"deco-27-2",2017
"deco","28-2-17",2,0,3,0,0,0,0,27,29,"deco-28-2",2017
"deco","29-2-17",2,2,1,0,0,0,0,0,29,"deco-29-2",2017
"deco","30-2-17",1,0,0,0,0,0,0,4,29,"deco-30-2",2017
"deco","31-2-17",1,1,0,0,0,0,0,4,29,"deco-31-2",2017
"deco","32-2-17",0,1,24,0,0,0,0,0,29,"deco-32-2",2017
"deco","33-2-17",0,1,4,0,0,0,0,6,29,"deco-33-2",2017
"deco","34-2-17",0,0,6,0,0,0,0,10,29,"deco-34-2",2017
"deco","35-2-17",1,2,0,0,0,0,0,1,30,"deco-35-2",2017
"deco","36-2-17",0,0,14,0,1,0,0,6,30,"deco-36-2",2017
"deco","37-2-17",0,1,0,0,0,0,0,0,30,"deco-37-2",2017
"deco","38-2-17",0,1,0,0,0,0,0,0,30,"deco-38-2",2017
"deco","39-2-17",1,1,0,0,0,0,0,0,30,"deco-39-2",2017
"deco","40-2-17",0,1,1,0,2,0,0,1,30,"deco-40-2",2017
"deco","41-2-17",0,0,0,0,0,0,0,0,30,"deco-41-2",2017
"foco","1-2-17",6,0,3,0,0,0,0,24,37,"foco-1-2",2017
"foco","2-2-17",6,0,6,0,6,0,0,4,36,"foco-2-2",2017
"foco","3-2-17",0,1,3,0,0,0,0,0,37,"foco-3-2",2017
"foco","4-2-17",4,0,0,0,0,0,0,3,37,"foco-4-2",2017
"foco","5-2-17",4,1,5,0,3,0,0,10,23,"foco-5-2",2017
"foco","6-2-17",7,1,6,0,11,0,0,0,37,"foco-6-2",2017
"foco","7-2-17",14,2,0,0,0,0,0,0,38,"foco-7-2",2017
"foco","8-2-17",10,0,3,0,0,0,0,8,37,"foco-8-2",2017
"foco","9-2-17",0,0,0,0,0,0,0,0,34,"foco-9-2",2017
"foco","10-2-17",2,0,0,0,0,0,0,0,34,"foco-10-2",2017
"foco","11-2-17",0,0,0,0,0,0,0,1,14,"foco-11-2",2017
"foco","12-2-17",2,0,0,0,0,0,0,1,36,"foco-12-2",2017
"foco","13-2-17",4,1,31,0,2,0,0,13,37,"foco-13-2",2017
"foco","14-2-17",0,0,0,0,0,0,0,1,34,"foco-14-2",2017
"foco","15-2-17",0,0,0,0,0,0,0,5,38,"foco-15-2",2017
"foco","16-2-17",0,0,0,0,1,0,0,0,38,"foco-16-2",2017
"foco","17-2-17",1,0,0,0,0,0,0,1,37,"foco-17-2",2017
"foco","18-2-17",1,0,0,0,0,0,0,18,38,"foco-18-2",2017
"foco","19-2-17",0,0,0,0,0,2,0,1,37,"foco-19-2",2017
"foco","20-2-17",30,0,8,0,0,0,0,2,37,"foco-20-2",2017
"foco","21-2-17",1,0,0,0,0,0,0,1,37,"foco-21-2",2017
"foco","22-2-17",22,0,2,0,0,1,0,20,37,"foco-22-2",2017
"foco","23-2-17",1,0,11,0,0,0,0,1,37,"foco-23-2",2017
"foco","24-2-17",10,0,10,0,0,1,0,16,37,"foco-24-2",2017
"foco","25-2-17",9,0,1,0,0,0,0,4,12,"foco-25-2",2017
"foco","26-2-17",0,0,0,0,0,0,0,8,36,"foco-26-2",2017
"foco","27-2-17",5,0,32,0,0,0,0,18,36,"foco-27-2",2017
"foco","28-2-17",4,4,6,0,0,0,0,1,36,"foco-28-2",2017
"foco","29-2-17",0,0,0,0,0,1,0,0,36,"foco-29-2",2017
"foco","30-2-17",0,2,0,0,0,0,0,0,8,"foco-30-2",2017
"foco","31-2-17",1,0,0,0,0,0,0,11,29,"foco-31-2",2017
"icia","1-2-17",30,0,0,2,0,0,1,2,33,"icia-1-2",2017
"icia","2-2-17",1,0,1,0,0,0,0,0,40,"icia-2-2",2017
"icia","3-2-17",0,0,0,0,0,0,1,0,33,"icia-3-2",2017
"icia","4-2-17",14,2,0,2,0,0,0,0,33,"icia-4-2",2017
"icia","5-2-17",20,4,5,5,1,0,0,0,33,"icia-5-2",2017
"icia","6-2-17",19,0,0,4,0,15,3,1,33,"icia-6-2",2017
"icia","7-2-17",6,0,0,0,0,0,0,0,33,"icia-7-2",2017
"icia","8-2-17",12,1,0,0,0,0,0,0,36,"icia-8-2",2017
"icia","9-2-17",6,0,0,0,0,0,0,0,36,"icia-9-2",2017
"icia","10-2-17",28,0,5,14,0,0,11,10,36,"icia-10-2",2017
"icia","12-2-17",18,1,4,2,0,16,7,0,37,"icia-12-2",2017
"icia","13-2-17",2,0,0,0,0,0,0,0,36,"icia-13-2",2017
"icia","14-2-17",11,0,5,5,0,0,5,0,36,"icia-14-2",2017
"icia","15-2-17",2,0,0,0,0,0,1,2,36,"icia-15-2",2017
"icia","16-2-17",0,0,0,0,0,4,0,0,35,"icia-16-2",2017
"icia","17-2-17",15,0,4,2,0,3,9,4,35,"icia-17-2",2017
"icia","18-2-17",7,0,0,0,0,0,18,4,36,"icia-18-2",2017
"icia","19-2-17",5,0,0,0,0,0,0,0,35,"icia-19-2",2017
"icia","20-2-17",2,0,0,0,0,0,0,0,35,"icia-20-2",2017
"icia","21-2-17",1,0,0,0,0,0,0,0,35,"icia-21-2",2017
"icia","22-2-17",7,0,1,5,0,0,1,0,35,"icia-22-2",2017
"icia","23-2-17",5,4,1,6,0,0,9,1,15,"icia-23-2",2017
"icia","24-2-17",24,1,0,1,0,0,1,0,34,"icia-24-2",2017
"icia","25-2-17",30,0,10,1,0,0,11,1,36,"icia-25-2",2017
"icia","26-2-17",36,0,1,6,0,0,0,0,36,"icia-26-2",2017
"icia","27-2-17",21,0,0,0,0,0,0,0,36,"icia-27-2",2017
"icia","28-2-17",19,0,0,0,0,0,1,0,22,"icia-28-2",2017
"icia","29-2-17",1,0,0,0,0,0,0,0,36,"icia-29-2",2017
"icia","30-2-17",2,0,0,0,0,0,7,0,36,"icia-30-2",2017
"icia","31-2-17",22,2,0,8,0,1,9,0,36,"icia-31-2",2017
"icia","32-2-17",10,0,1,0,0,0,0,1,34,"icia-32-2",2017
"icia","33-2-17",5,0,0,0,0,0,2,0,34,"icia-33-2",2017
"icia","34-2-17",6,0,0,0,0,0,0,0,34,"icia-34-2",2017
"icia","35-2-17",1,1,0,2,0,2,4,0,36,"icia-35-2",2017
"icia","36-2-17",14,1,3,6,0,0,3,2,36,"icia-36-2",2017
"icia","37-2-17",5,0,0,0,0,0,0,0,36,"icia-37-2",2017
"icia","38-2-17",0,1,0,0,0,0,0,0,36,"icia-38-2",2017
"icia","1-2-18",18,4,2,10,0,0,3,0,34,"icia-1-2",2018
"icia","2-2-18",7,1,2,3,0,0,10,0,34,"icia-2-2",2018
"icia","3-2-18",5,0,4,1,0,0,3,0,34,"icia-3-2",2018
"icia","4-2-18",21,1,5,16,0,0,3,1,34,"icia-4-2",2018
"icia","5-2-18",8,3,2,1,0,0,0,0,34,"icia-5-2",2018
"icia","6-2-18",20,2,0,3,0,34,6,0,34,"icia-6-2",2018
"icia","7-2-18",33,1,0,13,0,0,13,0,34,"icia-7-2",2018
"icia","8-2-18",19,0,0,3,0,0,0,0,34,"icia-8-2",2018
"icia","9-2-18",25,0,14,9,0,0,8,0,34,"icia-9-2",2018
"icia","10-2-18",31,0,3,17,0,0,18,0,34,"icia-10-2",2018
"icia","11-2-18",26,0,0,7,0,0,13,0,34,"icia-11-2",2018
"icia","12-2-18",31,2,11,7,0,13,10,2,36,"icia-12-2",2018
"icia","13-2-18",0,0,0,2,0,0,0,0,36,"icia-13-2",2018
"icia","14-2-18",14,2,3,3,0,0,11,0,33,"icia-14-2",2018
"icia","15-2-18",20,3,7,0,0,3,11,0,34,"icia-15-2",2018
"icia","16-2-18",4,1,0,3,0,0,23,7,35,"icia-16-2",2018
"icia","17-2-18",8,0,0,1,0,1,1,0,35,"icia-17-2",2018
"icia","18-2-18",19,0,0,0,0,0,5,1,34,"icia-18-2",2018
"icia","19-2-18",15,0,7,3,0,0,0,0,33,"icia-19-2",2018
"icia","20-2-18",5,0,1,11,0,0,6,0,34,"icia-20-2",2018
"icia","21-2-18",7,1,0,0,0,0,1,0,34,"icia-21-2",2018
"icia","22-2-18",7,0,3,4,0,0,0,0,34,"icia-22-2",2018
"icia","23-2-18",28,0,1,4,0,0,17,0,34,"icia-23-2",2018
"icia","24-2-18",21,1,0,5,0,0,0,0,33,"icia-24-2",2018
"icia","25-2-18",25,0,19,6,0,0,15,1,35,"icia-25-2",2018
"icia","26-2-18",35,0,8,4,0,0,3,0,35,"icia-26-2",2018
"icia","27-2-18",15,0,2,0,0,0,3,2,35,"icia-27-2",2018
"icia","28-2-18",18,0,0,3,0,0,14,1,36,"icia-28-2",2018
"icia","29-2-18",0,0,0,0,0,0,0,0,36,"icia-29-2",2018
"icia","30-2-18",33,1,0,6,0,1,14,0,36,"icia-30-2",2018
"icia","31-2-18",16,0,0,9,0,1,16,0,36,"icia-31-2",2018
"icia","32-2-18",20,0,10,8,0,0,9,0,33,"icia-32-2",2018
"icia","33-2-18",4,0,0,3,0,13,27,0,33,"icia-33-2",2018
"icia","34-2-18",16,0,2,5,0,0,1,0,33,"icia-34-2",2018
"icia","35-2-18",7,0,0,0,0,3,13,1,35,"icia-35-2",2018
"icia","36-2-18",24,0,16,12,0,8,7,0,36,"icia-36-2",2018
"icia","37-2-18",21,0,0,0,0,0,2,0,36,"icia-37-2",2018
"icia","38-2-18",21,7,0,18,0,0,7,0,36,"icia-38-2",2018
"icia","39-2-18",22,0,0,0,0,0,0,0,33,"icia-39-2",2018
"inin","3-2-17",28,0,3,7,0,0,0,6,33,"inin-3-2",2017
"inin","4-2-17",10,0,0,2,0,0,0,1,34,"inin-4-2",2017
"inin","7-2-17",8,2,4,0,0,0,0,1,20,"inin-7-2",2017
"inin","8-2-17",10,0,0,2,0,0,0,1,34,"inin-8-2",2017
"inin","9-2-17",34,1,0,1,0,0,0,0,35,"inin-9-2",2017
"inin","10-2-17",2,3,0,0,0,0,0,0,34,"inin-10-2",2017
"inin","11-2-17",31,1,0,5,0,1,0,4,34,"inin-11-2",2017
"inin","14-2-17",16,0,23,0,0,0,0,1,34,"inin-14-2",2017
"inin","16-2-17",17,0,0,6,0,0,0,4,39,"inin-16-2",2017
"inin","17-2-17",38,0,8,19,0,0,0,5,39,"inin-17-2",2017
"inin","18-2-17",9,3,0,2,0,0,0,0,39,"inin-18-2",2017
"inin","20-2-17",2,0,0,1,0,0,0,2,3,"inin-20-2",2017
"inin","21-2-17",23,4,1,4,0,0,0,0,39,"inin-21-2",2017
"inin","23-2-17",6,0,0,1,0,0,0,3,39,"inin-23-2",2017
"inin","24-2-17",6,0,0,0,0,0,0,3,39,"inin-24-2",2017
"inin","26-2-17",27,3,2,8,0,0,21,3,38,"inin-26-2",2017
"inin","27-2-17",1,0,1,0,0,0,0,0,39,"inin-27-2",2017
"inin","29-2-17",11,2,5,8,0,0,0,0,39,"inin-29-2",2017
"inin","30-2-17",5,0,0,1,0,0,0,0,33,"inin-30-2",2017
"inin","31-2-17",24,1,8,29,0,0,0,3,34,"inin-31-2",2017
"inin","32-2-17",2,0,1,15,0,0,0,18,34,"inin-32-2",2017
"inin","34-2-17",5,0,0,1,0,0,0,1,34,"inin-34-2",2017
"inin","35-2-17",1,0,10,4,0,0,0,3,34,"inin-35-2",2017
"inin","36-2-17",0,0,0,0,0,0,0,1,35,"inin-36-2",2017
"inin","37-2-17",0,0,0,0,0,0,0,5,34,"inin-37-2",2017
"inin","38-2-17",13,0,11,4,0,3,1,1,34,"inin-38-2",2017
"inin","40-2-17",8,0,0,0,0,0,0,0,34,"inin-40-2",2017
"inin","41-2-17",6,0,0,2,0,0,0,0,34,"inin-41-2",2017
"inin","42-2-17",20,0,2,7,0,0,0,3,36,"inin-42-2",2017
"inin","46-2-17",11,0,0,2,0,0,0,0,36,"inin-46-2",2017
"inin","47-2-17",21,1,0,3,0,9,1,8,36,"inin-47-2",2017
"inin","48-2-17",19,0,20,9,0,3,0,5,36,"inin-48-2",2017
"inin","49-2-17",20,0,5,23,0,0,0,3,36,"inin-49-2",2017
"inin","50-2-17",18,0,1,2,0,0,0,2,20,"inin-50-2",2017
"inin","51-2-17",34,0,5,13,0,0,1,2,36,"inin-51-2",2017
"inin","52-2-17",14,0,0,0,0,0,0,0,36,"inin-52-2",2017
"inin","53-2-17",4,0,0,0,0,0,0,0,22,"inin-53-2",2017
"inin","55-2-17",0,2,2,0,0,0,0,2,36,"inin-55-2",2017
"inin","56-2-17",8,1,1,3,0,0,0,0,36,"inin-56-2",2017
"inin","57-2-17",2,0,0,0,0,0,0,0,35,"inin-57-2",2017
"inin","61-2-17",19,2,0,1,0,0,0,1,20,"inin-61-2",2017
"inin","64-2-17",17,0,3,1,0,0,0,5,21,"inin-64-2",2017
"inin","66-2-17",18,0,2,11,0,0,0,3,21,"inin-66-2",2017
"inin","67-2-17",1,11,4,0,0,0,0,0,39,"inin-67-2",2017
"inin","70-2-17",12,0,0,0,0,10,0,3,34,"inin-70-2",2017
"inin","3-2-18",28,3,0,12,0,0,0,2,42,"inin-3-2",2018
"inin","4-2-18",4,0,0,10,0,0,0,6,42,"inin-4-2",2018
"inin","7-2-18",2,3,18,4,0,0,0,5,41,"inin-7-2",2018
"inin","8-2-18",5,1,0,0,0,0,0,1,41,"inin-8-2",2018
"inin","9-2-18",29,3,3,6,0,3,0,19,42,"inin-9-2",2018
"inin","10-2-18",2,2,0,0,0,0,0,0,15,"inin-10-2",2018
"inin","11-2-18",13,1,0,3,0,0,0,8,27,"inin-11-2",2018
"inin","14-2-18",29,0,10,8,0,0,0,3,42,"inin-14-2",2018
"inin","16-2-18",10,0,0,3,0,0,0,2,40,"inin-16-2",2018
"inin","17-2-18",7,0,0,3,0,0,0,3,34,"inin-17-2",2018
"inin","18-2-18",1,0,18,2,0,0,0,0,35,"inin-18-2",2018
"inin","23-2-18",2,1,0,0,0,0,0,15,40,"inin-23-2",2018
"inin","24-2-18",8,0,0,0,0,0,0,0,40,"inin-24-2",2018
"inin","26-2-18",2,1,0,0,0,0,0,0,40,"inin-26-2",2018
"inin","27-2-18",2,1,0,0,0,0,0,0,40,"inin-27-2",2018
"inin","31-2-18",13,0,0,11,0,0,0,1,17,"inin-31-2",2018
"inin","32-2-18",2,0,2,18,0,0,0,32,43,"inin-32-2",2018
"inin","34-2-18",8,0,0,0,0,29,0,0,43,"inin-34-2",2018
"inin","35-2-18",1,0,3,2,0,0,0,2,43,"inin-35-2",2018
"inin","36-2-18",3,0,0,0,0,0,0,0,16,"inin-36-2",2018
"inin","40-2-18",12,0,0,2,0,1,0,4,43,"inin-40-2",2018
"inin","41-2-18",7,0,1,0,0,0,0,1,43,"inin-41-2",2018
"inin","42-2-18",24,0,8,8,0,4,0,7,43,"inin-42-2",2018
"inin","46-2-18",7,1,1,0,0,0,1,6,31,"inin-46-2",2018
"inin","47-2-18",18,0,1,4,0,0,0,11,43,"inin-47-2",2018
"inin","48-2-18",14,0,6,15,0,0,0,2,43,"inin-48-2",2018
"inin","49-2-18",6,0,5,15,0,0,0,0,43,"inin-49-2",2018
"inin","50-2-18",20,1,13,12,0,0,0,15,43,"inin-50-2",2018
"inin","51-2-18",31,0,14,15,0,0,0,3,43,"inin-51-2",2018
"inin","52-2-18",30,0,0,5,0,0,0,5,43,"inin-52-2",2018
"inin","53-2-18",19,1,1,0,0,0,0,6,43,"inin-53-2",2018
"inin","55-2-18",0,0,1,0,0,0,0,0,43,"inin-55-2",2018
"inin","56-2-18",3,0,0,0,0,0,0,0,43,"inin-56-2",2018
"inin","57-2-18",41,0,12,6,0,0,0,20,42,"inin-57-2",2018
"inin","61-2-18",39,2,0,2,0,0,0,7,42,"inin-61-2",2018
"inin","62-2-18",7,1,8,6,0,0,0,2,29,"inin-62-2",2018
"inin","64-2-18",30,0,0,5,0,1,0,8,41,"inin-64-2",2018
"inin","66-2-18",33,0,1,20,0,0,0,31,41,"inin-66-2",2018
"inin","67-2-18",1,5,1,1,0,0,0,0,40,"inin-67-2",2018
"inin","68-2-18",17,3,7,13,0,0,0,7,40,"inin-68-2",2018
"inin","69-2-18",0,0,0,0,0,0,0,0,42,"inin-69-2",2018
"inin","70-2-18",11,0,0,2,0,9,0,1,41,"inin-70-2",2018
"inin","71-2-18",6,3,3,3,0,0,0,2,42,"inin-71-2",2018
"occa","1-2-18",6,0,0,0,0,0,0,0,54,"occa-1-2",2018
"occa","2-2-18",2,2,0,0,0,0,6,4,54,"occa-2-2",2018
"occa","3-2-18",2,0,0,0,0,0,0,0,54,"occa-3-2",2018
"occa","4-2-18",1,0,0,0,0,0,6,0,54,"occa-4-2",2018
"occa","5-2-18",0,0,0,0,0,0,2,1,50,"occa-5-2",2018
"occa","6-2-18",0,0,0,0,0,0,0,0,54,"occa-6-2",2018
"occa","7-2-18",0,0,0,0,0,0,0,0,25,"occa-7-2",2018
"occa","8-2-18",17,18,0,0,0,0,0,0,54,"occa-8-2",2018
"occa","9-2-18",0,0,0,0,4,0,7,0,54,"occa-9-2",2018
"occa","10-2-18",15,0,0,0,0,0,0,0,54,"occa-10-2",2018
"occa","11-2-18",27,0,0,0,0,0,0,0,54,"occa-11-2",2018
"occa","12-2-18",2,7,0,0,0,0,0,0,24,"occa-12-2",2018
"occa","13-2-18",8,5,0,0,0,0,0,0,32,"occa-13-2",2018
"occa","14-2-18",16,0,0,0,0,0,0,2,56,"occa-14-2",2018
"occa","15-2-18",17,6,0,0,0,0,0,1,56,"occa-15-2",2018
"occa","16-2-18",4,0,0,0,0,0,0,0,52,"occa-16-2",2018
"occa","17-2-18",10,0,0,0,0,0,0,0,56,"occa-17-2",2018
"occa","18-2-18",1,0,0,0,0,0,0,0,49,"occa-18-2",2018
"occa","19-2-18",11,17,0,0,1,0,0,2,56,"occa-19-2",2018
"occa","20-2-18",12,0,0,0,1,0,0,0,39,"occa-20-2",2018
"occa","21-2-18",22,1,0,0,2,0,0,0,56,"occa-21-2",2018
"occa","22-2-18",1,0,0,0,0,0,0,0,56,"occa-22-2",2018
"occa","23-2-18",0,0,0,0,0,0,0,0,27,"occa-23-2",2018
"occa","24-2-18",8,0,0,0,0,0,0,0,56,"occa-24-2",2018
"maks","752-2-16",0,0,5,7,0,0,0,3,38,"maks-752-2",2016
"maks","753-2-16",0,0,8,0,0,0,0,0,21,"maks-753-2",2016
"maks","754-2-16",1,0,0,0,0,0,0,1,38,"maks-754-2",2016
"maks","755-2-16",5,2,0,0,0,0,0,2,42,"maks-755-2",2016
"maks","756-2-16",4,0,1,2,0,0,0,1,28,"maks-756-2",2016
"maks","757-2-16",3,1,0,0,0,0,0,0,38,"maks-757-2",2016
"maks","758-2-16",18,2,0,21,0,0,0,0,29,"maks-758-2",2016
"maks","759-2-16",1,0,0,0,1,0,0,0,29,"maks-759-2",2016
"maks","760-2-16",2,0,0,0,0,0,0,1,29,"maks-760-2",2016
"maks","761-2-16",0,1,0,1,0,0,0,0,28,"maks-761-2",2016
"maks","762-2-16",17,0,0,1,0,8,0,0,31,"maks-762-2",2016
"maks","763-2-16",27,1,0,0,0,0,0,0,31,"maks-763-2",2016
"maks","764-2-16",0,0,0,0,0,0,0,0,24,"maks-764-2",2016
"maks","765-2-16",0,0,0,0,0,0,0,0,24,"maks-765-2",2016
"maks","766-2-16",5,1,0,8,0,0,0,0,22,"maks-766-2",2016
"maks","767-2-16",1,0,0,0,0,1,0,0,24,"maks-767-2",2016
"maks","768-2-16",0,0,0,0,0,0,0,0,22,"maks-768-2",2016
"maks","769-2-16",9,1,0,0,0,0,0,0,22,"maks-769-2",2016
"maks","770-2-16",9,1,4,10,0,0,0,0,22,"maks-770-2",2016
"maks","771-2-16",10,1,8,9,0,0,0,2,39,"maks-771-2",2016
"maks","772-2-16",0,0,0,0,0,0,0,0,28,"maks-772-2",2016
"maks","773-2-16",0,0,0,0,0,0,0,0,26,"maks-773-2",2016
"maks","774-2-16",4,0,0,6,0,0,0,0,31,"maks-774-2",2016
"maks","775-2-16",4,1,0,0,0,0,0,0,19,"maks-775-2",2016
"maks","776-2-16",0,0,0,0,0,0,0,0,20,"maks-776-2",2016
"maks","777-2-16",8,1,0,0,0,0,0,0,31,"maks-777-2",2016
"maks","778-2-16",7,5,0,1,0,0,0,0,31,"maks-778-2",2016
"maks","779-2-16",4,3,0,8,1,0,0,0,27,"maks-779-2",2016
"maks","780-2-16",12,0,1,12,0,10,0,12,21,"maks-780-2",2016
"maks","781-2-16",2,1,0,1,0,0,0,1,31,"maks-781-2",2016
"maks","782-2-16",2,0,0,0,0,0,0,0,31,"maks-782-2",2016
"maks","783-2-16",5,5,0,0,0,0,0,0,31,"maks-783-2",2016
"maks","784-2-16",0,0,0,0,0,0,0,0,22,"maks-784-2",2016
"maks","785-2-16",3,1,0,0,0,0,0,0,22,"maks-785-2",2016
"maks","786-2-16",2,0,1,3,0,0,0,0,22,"maks-786-2",2016
"maks","787-2-16",4,1,0,0,0,0,0,0,22,"maks-787-2",2016
"maks","788-2-16",3,1,0,0,0,0,0,0,22,"maks-788-2",2016
"maks","789-2-16",0,1,8,1,0,0,0,2,34,"maks-789-2",2016
"maks","790-2-16",7,0,2,2,0,0,0,17,31,"maks-790-2",2016
"maks","791-2-16",7,0,11,4,0,0,0,7,30,"maks-791-2",2016
"maks","792-2-16",0,0,0,0,0,0,0,0,30,"maks-792-2",2016
"maks","793-2-16",14,2,2,2,0,0,0,4,27,"maks-793-2",2016
"maks","794-2-16",0,0,0,0,0,0,0,0,31,"maks-794-2",2016
"maks","795-2-16",22,3,0,0,0,9,0,3,31,"maks-795-2",2016
"maks","796-2-16",13,18,0,1,0,0,0,4,50,"maks-796-2",2016
"maks","797-2-16",3,0,0,0,0,0,0,0,32,"maks-797-2",2016
"maks","798-2-16",4,1,2,1,0,0,0,0,30,"maks-798-2",2016
"maks","799-2-16",6,0,0,1,0,0,0,0,34,"maks-799-2",2016
"maks","800-2-16",1,0,0,0,1,0,0,0,34,"maks-800-2",2016
"maks","801-2-16",2,1,4,2,0,0,0,0,34,"maks-801-2",2016
"maks","802-2-16",0,0,0,0,0,0,0,0,34,"maks-802-2",2016
"maks","803-2-16",0,3,10,0,0,0,0,0,27,"maks-803-2",2016
"maks","804-2-16",0,3,0,0,0,0,0,0,34,"maks-804-2",2016
"maks","805-2-16",1,13,0,0,0,0,0,0,33,"maks-805-2",2016
"maks","806-2-16",3,0,0,0,0,0,0,1,27,"maks-806-2",2016
"maks","807-2-16",2,0,0,0,0,0,0,0,52,"maks-807-2",2016
"maks","808-2-16",5,4,3,1,0,0,0,3,33,"maks-808-2",2016
"maks","809-2-16",8,2,0,5,0,0,0,0,33,"maks-809-2",2016
"maks","810-2-16",6,2,0,0,0,0,0,0,28,"maks-810-2",2016
"maks","811-2-16",11,1,0,2,0,0,0,1,32,"maks-811-2",2016
"maks","812-2-16",4,0,0,0,0,0,0,0,34,"maks-812-2",2016
"maks","813-2-16",4,1,0,0,0,0,0,0,34,"maks-813-2",2016
"maks","814-2-16",3,0,0,5,0,6,0,0,21,"maks-814-2",2016
"maks","815-2-16",12,1,0,1,0,0,0,0,32,"maks-815-2",2016
"maks","816-2-16",2,0,0,0,0,0,0,0,30,"maks-816-2",2016
"maks","817-2-16",10,0,16,17,0,0,0,11,38,"maks-817-2",2016
"maks","818-2-16",5,0,10,5,0,0,0,1,28,"maks-818-2",2016
"maks","819-2-16",2,2,6,0,1,3,0,8,34,"maks-819-2",2016
"maks","820-2-16",20,1,1,17,0,0,0,0,34,"maks-820-2",2016
"maks","821-2-16",3,1,0,0,0,0,0,0,34,"maks-821-2",2016
"maks","822-2-16",3,0,0,6,0,0,0,0,34,"maks-822-2",2016
"maks","823-2-16",0,3,0,0,0,0,0,0,34,"maks-823-2",2016
"maks","824-2-16",14,1,1,7,0,0,0,0,34,"maks-824-2",2016
"maks","825-2-16",6,0,0,3,0,0,0,0,34,"maks-825-2",2016
"maks","752-2-17",1,0,1,7,0,0,0,6,31,"maks-752-2",2017
"maks","753-2-17",0,0,6,0,0,0,0,1,18,"maks-753-2",2017
"maks","754-2-17",1,0,0,0,0,0,0,0,12,"maks-754-2",2017
"maks","755-2-17",35,1,0,25,0,0,0,10,40,"maks-755-2",2017
"maks","756-2-17",0,1,0,1,0,0,0,0,40,"maks-756-2",2017
"maks","757-2-17",2,0,0,13,0,0,0,0,14,"maks-757-2",2017
"maks","758-2-17",13,21,0,40,0,0,0,0,40,"maks-758-2",2017
"maks","759-2-17",0,0,0,0,0,0,0,0,34,"maks-759-2",2017
"maks","760-2-17",7,0,0,2,0,0,0,0,40,"maks-760-2",2017
"maks","761-2-17",5,0,0,8,0,0,0,0,40,"maks-761-2",2017
"maks","762-2-17",10,0,0,0,0,3,0,0,13,"maks-762-2",2017
"maks","763-2-17",13,0,0,0,0,0,0,0,16,"maks-763-2",2017
"maks","764-2-17",0,0,0,0,0,0,0,0,31,"maks-764-2",2017
"maks","765-2-17",6,0,0,0,0,0,0,0,31,"maks-765-2",2017
"maks","766-2-17",4,0,0,7,1,1,0,4,31,"maks-766-2",2017
"maks","767-2-17",3,0,0,2,0,0,0,0,31,"maks-767-2",2017
"maks","768-2-17",0,0,0,0,0,0,0,0,31,"maks-768-2",2017
"maks","769-2-17",6,1,0,2,0,0,0,0,31,"maks-769-2",2017
"maks","770-2-17",13,0,0,1,0,0,0,0,31,"maks-770-2",2017
"maks","771-2-17",5,1,32,27,0,0,0,2,40,"maks-771-2",2017
"maks","772-2-17",14,0,0,10,0,0,0,1,40,"maks-772-2",2017
"maks","773-2-17",1,1,0,1,0,12,0,1,40,"maks-773-2",2017
"maks","774-2-17",9,1,2,4,0,1,0,0,40,"maks-774-2",2017
"maks","775-2-17",11,0,0,6,0,0,0,11,40,"maks-775-2",2017
"maks","776-2-17",20,3,4,16,0,0,0,7,40,"maks-776-2",2017
"maks","777-2-17",7,7,0,0,0,0,0,0,40,"maks-777-2",2017
"maks","778-2-17",2,3,0,0,0,0,0,0,40,"maks-778-2",2017
"maks","779-2-17",5,4,4,7,2,0,0,0,40,"maks-779-2",2017
"maks","780-2-17",22,0,0,14,0,3,0,0,30,"maks-780-2",2017
"maks","781-2-17",26,0,0,13,0,4,0,17,28,"maks-781-2",2017
"maks","782-2-17",26,2,0,3,0,0,0,0,30,"maks-782-2",2017
"maks","783-2-17",1,1,0,0,0,0,0,0,30,"maks-783-2",2017
"maks","784-2-17",2,0,0,3,0,0,0,0,30,"maks-784-2",2017
"maks","785-2-17",12,4,0,5,0,0,0,0,30,"maks-785-2",2017
"maks","786-2-17",13,1,0,8,0,0,0,0,30,"maks-786-2",2017
"maks","787-2-17",11,1,0,2,0,0,0,0,30,"maks-787-2",2017
"maks","788-2-17",10,0,0,9,0,0,0,4,30,"maks-788-2",2017
"maks","789-2-17",4,0,1,5,0,0,0,9,31,"maks-789-2",2017
"maks","790-2-17",2,0,1,2,0,0,0,16,33,"maks-790-2",2017
"maks","791-2-17",14,0,0,6,0,1,0,8,33,"maks-791-2",2017
"maks","792-2-17",0,0,0,0,0,0,0,0,33,"maks-792-2",2017
"maks","793-2-17",30,2,6,6,0,0,0,4,33,"maks-793-2",2017
"maks","794-2-17",6,1,1,6,0,0,0,14,33,"maks-794-2",2017
"maks","795-2-17",33,1,3,2,0,9,0,18,33,"maks-795-2",2017
"maks","796-2-17",4,5,1,5,0,0,0,3,33,"maks-796-2",2017
"maks","797-2-17",1,0,0,0,0,0,0,0,33,"maks-797-2",2017
"maks","798-2-17",4,1,0,3,0,0,0,0,33,"maks-798-2",2017
"maks","799-2-17",11,0,0,25,0,0,0,4,31,"maks-799-2",2017
